Mileage(Kilometer),Model(Year),Engine(True=Healthy),Chassis(True=Healthy),Description(False=Expensive),Price(Toman)
[' واقعی۲ هفته پیش در تهران، سعادت\u200cآبادزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۳۷٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۱۵٬۰۰۰٬۰۰۰']
['۲۹۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۳۰٬۰۰۰٬۰۰۰']
['۱۸۲٬۰۰۰'],['۱۳۹۰'],True,True,False,['۲۹۵٬۰۰۰٬۰۰۰']
['۳۴۵٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۵۵٬۰۰۰٬۰۰۰']
['۵۰٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۱۰٬۰۰۰٬۰۰۰']
['۴۰٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۵۳٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۱۷۰٬۰۰۰٬۰۰۰']
['۲۶۰٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۱۹۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۸۳٬۰۰۰٬۰۰۰']
['۲۱۵٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۳۵٬۰۰۰٬۰۰۰']
['۳٬۶۰۰'],['۱۴۰۰'],True,True,False,['۴۸۵٬۰۰۰٬۰۰۰']
['۲۱۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۴۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۳۰٬۰۰۰٬۰۰۰']
['۲۱۰٬۰۰۰'],['۱۳۹۰'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۷٬۶۰۰'],['۱۳۹۸'],True,True,False,['۴۲۵٬۰۰۰٬۰۰۰']
['۲۶٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۳۵٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۲۸٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۴۸٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۱۵٬۰۰۰٬۰۰۰']
['۲۹۳٬۰۰۰'],['۱۳۸۲'],True,True,False,['۱۶۰٬۰۰۰٬۰۰۰']
['۱۶۷٬۰۰۰'],['۱۳۹۰'],True,True,False,['۲۹۲٬۰۰۰٬۰۰۰']
['۲۹۰٬۰۰۰'],['۱۳۸۷'],True,True,True,['۲۳۵٬۰۰۰٬۰۰۰']
['۲۲۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۳۲٬۰۰۰٬۰۰۰']
['۲۱۸٬۰۰۰'],['۱۳۹۰'],True,True,True,['۲۸۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۹۱'],True,True,False,['۲۹۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۶۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۲۵۸٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۸٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۲۰٬۰۰۰٬۰۰۰']
['۹۵٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۱۹۳٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۴۵٬۰۰۰٬۰۰۰']
['۸۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۱۰۹٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۵٬۰۰۰٬۰۰۰']
['۲۶٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۳٬۰۰۰٬۰۰۰']
['۱۵۹٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۳۵٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۷'],True,True,True,['۲۳۵٬۰۰۰٬۰۰۰']
['۲۵٬۰۰۰'],['۱۳۹۸'],True,True,True,['۶۸۰٬۰۰۰٬۰۰۰']
['۱۶۱٬۰۰۰'],['۱۳۸۵'],True,True,False,['۲۴۵٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],False,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۲۴٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۳٬۰۰۰٬۰۰۰']
['۲ هفته پیش در تهران، تهرانپارس شرقیزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۸۱٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۲۵٬۰۰۰'],['۱۳۹۸'],False,False,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۳۴٬۰۰۰'],['۱۳۹۸'],False,False,True,['۶۵۰٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۶۳٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۹۵٬۰۰۰'],['۱۳۹۴'],True,True,False,['۳۵۰٬۰۰۰٬۰۰۰']
['۲۰۱٬۰۰۰'],['۱۳۸۹'],True,True,False,['۳۱۰٬۰۰۰٬۰۰۰']
['۱۱۶٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۵٬۰۰۰٬۰۰۰']
['۳۹۰٬۰۰۰'],['۱۳۸۲'],False,False,True,['۱۹۰٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۶۵٬۰۰۰٬۰۰۰']
['۳۱٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۰٬۰۰۰٬۰۰۰']
['۶۷٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۱۸۵٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۹۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۵۰٬۰۰۰٬۰۰۰']
['۱٬۲۰۰'],['۱۴۰۱'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۲۶۰٬۰۰۰'],['۱۳۸۴'],True,True,True,['۲۰۵٬۰۰۰٬۰۰۰']
['۲۳٬۵۰۰'],['۱۴۰۱'],True,True,False,['۴۸۹٬۰۰۰٬۰۰۰']
['۳۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۱۳۳٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۴۰٬۰۰۰٬۰۰۰']
['۲۹۷٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۱۳۸٬۰۰۰'],['۱۳۸۹'],False,False,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۱۵۰٬۰۰۰'],['۱۳۸۵'],False,False,True,['۱۰۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۱۷۹٬۰۰۰٬۰۰۰']
['۶۵٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۶٬۰۰۰٬۰۰۰']
['۴٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۶۰٬۰۰۰٬۰۰۰']
['۳۶۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۰۰٬۰۰۰٬۰۰۰']
['۴۶٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۰٬۰۰۰٬۰۰۰']
['۱۸۵٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۰۷٬۰۰۰٬۰۰۰']
['۹۰٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۰۷٬۰۰۰٬۰۰۰']
['۴۰٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۲۰٬۰۰۰٬۰۰۰']
['۳۸٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۲۳۹٬۰۰۰'],['۱۳۸۴'],True,True,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۱۶۵٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۵۴٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۵'],False,False,False,['۲۷۵٬۰۰۰٬۰۰۰']
['۷۱٬۰۰۰'],['۱۳۹۶'],True,True,False,['۴۰۵٬۰۰۰٬۰۰۰']
['۶۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۹۰٬۰۰۰٬۰۰۰']
['۱۱۱٬۱۱۱'],['۱۳۸۷'],True,True,True,['۲۳۲٬۰۰۰٬۰۰۰']
['۵۴٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۸٬۰۰۰٬۰۰۰']
['۱۵۰٬۰۰۰'],['۱۳۹۶'],True,True,False,['۳۸۰٬۰۰۰٬۰۰۰']
['۹۰٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۵۰٬۰۰۰٬۰۰۰']
['۲۲۴٬۶۴۱'],['۱۳۸۳'],True,True,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۶'],True,True,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۲۲۵٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱۹۸٬۰۰۰٬۰۰۰']
['۶۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۰٬۰۰۰٬۰۰۰']
['۳۵٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۶'],True,True,False,['۳۹۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۴۵٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۵٬۰۰۰٬۰۰۰']
['۱۸٬۰۰۰'],['۱۴۰۰'],True,True,True,['۲۵۰٬۰۰۰٬۰۰۰']
['۱۲۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۸۵٬۰۰۰٬۰۰۰']
['۲۳۱٬۰۰۰'],['۱۳۸۸'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۳۹۰٬۰۰۰'],['۱۳۸۱'],True,True,True,['۱۸۵٬۰۰۰٬۰۰۰']
['۱۴۵٬۰۰۰'],['۱۳۹۰'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۱۰۱٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۷۵٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۷۵٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۳۵۵٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۱۵٬۰۰۰٬۰۰۰']
['۲۶۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۳۸٬۰۰۰٬۰۰۰']
['۱۴٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۰٬۰۰۰٬۰۰۰']
['۸۵٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۹٬۰۰۰٬۰۰۰']
['۲۹۰٬۰۰۰'],['۱۳۸۹'],False,False,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۱۰٬۰۰۰'],['۱۴۰۱'],True,True,False,['۴۹۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۵۴۰٬۰۰۰٬۰۰۰']
['۹۵٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۵٬۰۰۰٬۰۰۰']
['۱۰۷٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۷۲٬۰۰۰٬۰۰۰']
['۱۶۴٬۷۰۰'],['۱۳۹۴'],True,True,True,['۳۲۵٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۱۵٬۰۰۰٬۰۰۰']
['۳۲۵٬۰۰۰'],['۱۳۸۱'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۴۵۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱۹۸٬۰۰۰٬۰۰۰']
['۱۹۵٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۱۰٬۰۰۰٬۰۰۰']
['۵۰۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۲۰۵٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۸۵٬۰۰۰٬۰۰۰']
['۱۶۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۰٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۵'],True,True,False,['۲۴۸٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۶'],False,False,True,['۲۲۹٬۰۰۰٬۰۰۰']
['۱۸۹٬۰۰۰'],['۱۳۹۱'],True,True,True,['۲۸۵٬۰۰۰٬۰۰۰']
['۳۵۵٬۶۵۵'],['۱۳۸۱'],False,False,True,['۱۷۰٬۰۰۰٬۰۰۰']
['۱۹۳٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۴۵٬۰۰۰٬۰۰۰']
['۴۴٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۲۰٬۰۰۰٬۰۰۰']
['۱۱۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۸۰٬۰۰۰٬۰۰۰']
['۷۲٬۰۰۰'],['۱۳۹۵'],True,True,False,['۴۰۰٬۰۰۰٬۰۰۰']
['۷۰۰'],['۱۴۰۰'],True,True,False,['۵۰۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۵'],True,True,True,['۱۸۵٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۶'],True,True,True,['۱۹۵٬۰۰۰٬۰۰۰']
['۱۹۰٬۰۰۰'],['۱۳۹۴'],True,True,False,['۳۳۰٬۰۰۰٬۰۰۰']
['۸۸٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۵٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۶'],True,True,False,['۲۶۰٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۸۵'],True,False,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۵۴٬۰۰۰'],['۱۳۹۶'],True,True,False,['۳۷۸٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۴'],True,True,True,['۱۸۵٬۰۰۰٬۰۰۰']
['۱۳۸٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۰٬۰۰۰٬۰۰۰']
['۱۸۸٬۰۰۰'],['۱۳۹۴'],False,False,False,['۳۴۰٬۰۰۰٬۰۰۰']
['۳۶۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۲۰۰٬۰۰۰٬۰۰۰']
['۳۸۴٬۰۰۰'],['۱۳۸۶'],True,True,True,['۲۲۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۹۴'],True,True,False,['۳۰۸٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۱۳۸٬۰۰۰'],['۱۳۹۵'],False,False,True,['۲۷۵٬۰۰۰٬۰۰۰']
['۱۰۵٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۷۰٬۰۰۰٬۰۰۰']
['۳۶۰٬۰۰۰'],['۱۳۸۶'],True,True,False,['۲۴۵٬۰۰۰٬۰۰۰']
['۴۵٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۰۵٬۰۰۰٬۰۰۰']
['۳۷٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۴۵٬۰۰۰٬۰۰۰']
['۱۶۹٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],False,True,True,[]
['۱۲۲٬۰۰۰'],['۱۳۹۰'],True,True,True,['۳۰۰٬۰۰۰٬۰۰۰']
['۱۶۹٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۱'],True,True,False,['۱۵۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],False,False,True,['۲۲۰٬۰۰۰٬۰۰۰']
['۴۳٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۰۰٬۰۰۰٬۰۰۰']
['۵۴٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۱۴٬۰۰۰٬۰۰۰']
['۱۰۴٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۵۸٬۰۰۰٬۰۰۰']
['۲۳۶٬۰۰۰'],['۱۳۹۶'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۱۳۰٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۵۰٬۰۰۰٬۰۰۰']
['۳۲۰٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۱۵٬۰۰۰٬۰۰۰']
['۵۸٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۱۵٬۰۰۰٬۰۰۰']
['۹۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۲۸۵٬۰۰۰'],['۱۳۹۰'],True,True,True,['۲۷۵٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۵۵٬۰۰۰٬۰۰۰']
['۴۰۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱٬۱۱۱٬۱۱۱٬۱۱۱']
['۲۱۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۶۵٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۹۰'],True,True,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۱۵٬۰۰۰٬۰۰۰']
['۲۲۳٬۰۰۰'],['۱۳۸۳'],False,True,True,['۲۱۲٬۰۰۰٬۰۰۰']
['۱۶۰٬۰۰۰'],['۱۳۹۶'],True,True,False,['۳۹۵٬۰۰۰٬۰۰۰']
['۴۴٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۰٬۰۰۰٬۰۰۰']
['۹۰٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۰۵٬۰۰۰٬۰۰۰']
['۲۲۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۵٬۰۰۰٬۰۰۰']
['۱۰۵٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۴۰۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱۸۰٬۰۰۰٬۰۰۰']
['۴۲۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۲۱۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۱۱۵٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۲۰٬۰۰۰٬۰۰۰']
['۵۲٬۰۰۰'],['۱۳۸۳'],True,True,False,['۱۸۵٬۰۰۰٬۰۰۰']
['۱٬۱۱۱'],['۱۳۸۷'],True,True,True,['۲۵۵٬۰۰۰٬۰۰۰']
['۱۴۰٬۰۰۰'],['۱۳۹۶'],True,True,False,['۳۷۰٬۰۰۰٬۰۰۰']
['۲۱۵٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۷۰٬۰۰۰٬۰۰۰']
['۲۰۵٬۰۰۰'],['۱۳۸۸'],True,True,False,['۳۰۵٬۰۰۰٬۰۰۰']
['۳۹۰٬۰۰۰'],['۱۳۸۵'],True,True,False,['۲۳۵٬۰۰۰٬۰۰۰']
['۱۹۹٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۲۸٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۳۰۸٬۰۰۰٬۰۰۰']
['۳۱۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۱۵٬۰۰۰٬۰۰۰']
['۱۶۰٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۴۸٬۰۰۰٬۰۰۰']
['۲۱۱٬۰۰۰'],['۱۳۸۹'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۵۴٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۱۰٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۳۰۰٬۰۰۰٬۰۰۰']
['۲۲۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۱۴۵٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۴۳٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۹۰٬۰۰۰٬۰۰۰']
['۳۲۵٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۷۰٬۰۰۰٬۰۰۰']
['۹۹٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۲۳٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۷۰٬۰۰۰٬۰۰۰']
['۱۱۱٬۱۱۱'],['۱۳۸۲'],True,True,True,['۱۸۵٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۸٬۰۰۰٬۰۰۰']
['۸۳٬۰۰۰'],['۱۳۸۹'],True,True,False,['۳۴۰٬۰۰۰٬۰۰۰']
['۶٬۲۰۰'],['۱۴۰۰'],True,True,False,['۴۷۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۵۵٬۰۰۰٬۰۰۰']
['۳۰٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۶۰٬۰۰۰٬۰۰۰']
['۳۸۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۵۸٬۰۰۰٬۰۰۰']
['۷۳٬۰۰۰'],['۱۳۸۹'],True,True,True,['۳۸۰٬۰۰۰٬۰۰۰']
['۲۱٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۱۰٬۰۰۰٬۰۰۰']
['۱۲۹٬۰۰۰'],['۱۳۸۹'],True,True,False,['۳۰۵٬۰۰۰٬۰۰۰']
['۲۱۸٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۴۷٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۴۰٬۰۰۰٬۰۰۰']
['۲۳۵٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۲'],True,True,True,['۵۲۹٬۰۰۰٬۰۰۰']
['۱۲۰٬۰۰۰'],['۱۳۹۴'],True,True,True,['۳۱۰٬۰۰۰٬۰۰۰']
['۳۲٬۰۰۰'],['۱۳۹۸'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰ تومانفروش اقساطیحداقل مبلغ پیش\u200cپرداخت۱۱۱٬۱۱۱٬۱۱۱']
['۹٬۶۰۰'],['۱۴۰۰'],True,True,False,['۴۷۹٬۰۰۰٬۰۰۰']
['۸۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۵۰۰٬۰۰۰٬۰۰۰']
['۶۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۲٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۵۰۷٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,[]
['۵۸٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۸٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۴۴۰٬۰۰۰٬۰۰۰']
['۱۴٬۰۰۰'],['۱۴۰۱'],True,True,True,['۱٬۱۱۱٬۱۱۱٬۱۱۱']
['۱۶٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۴٬۵۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۱'],True,True,True,['۴۵۵٬۰۰۰٬۰۰۰']
['۵۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۶۵٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۴۹۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۲۱۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۱'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱ تومانفروش اقساطیحداقل مبلغ پیش\u200cپرداخت۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۱'],False,False,True,[]
['۰'],['۱۴۰۱'],True,True,True,[]
['۰'],['۱۴۰۲'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۲'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۱'],True,True,True,['۵۱۵٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۴۹۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۲'],False,False,True,['۱۱٬۱۱۱٬۱۱۱']
['۰'],['۱۴۰۱'],True,True,True,['۴۵۵٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,[]
['۰'],['۱۴۰۱'],True,True,True,[]
['۰'],['۱۴۰۱'],False,True,True,['۵۸۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,[]
['۲۹٬۰۰۰'],['۱۳۸۹'],False,False,True,['۴۰۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,[]
